feature,importance
Discount,50.20507775206106
Sales,46.36819082490406
Sub-Category_Binders,8.166606037420184
Sub-Category_Paper,4.085391155801767
Sub-Category_Storage,3.841298316877923
Sub-Category_Tables,2.861341515743839
Quantity,2.8197379521228
Sub-Category_Copiers,2.563405035866197
Category_Technology,2.3887945912017523
Category_Office Supplies,2.385931810076279
